user_id,auction_id,cat_id,cat1,property,buy_mount,day
82854219,20085176906,50006843,38,122218219:21797;21458:3270826;1644444:53371517;21475:108284;1628149:137594;22757:21671;5345950:118666,2,20140918
324553521,9608026582,50023591,50022520,21458:8153658;1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:3233937;21967:29841;11697064:29479;11697039:21983;11719942:11462;22334:33553046;22334:30915;22334:30916;22334:30914;11761801:119492,1,20120804
653455819,39224010439,50018831,50014815,21458:4348502;1629846:4339941;37585763:662302259;123923464:29773;25935:51746;7250727:21892;33337:70368813;122217774:43332;122218054:662302259;22757:28481,1,20150101
819821456,37933525993,50006028,50022520,21458:373928443;1628665:29796;1628665:92012;21967:29775;21967:29774;21967:29773;11761801:119492;21479:106665;21477:21646;122217965:3227750;122217803:3290137,1,20150107
2016006360,41891148408,50010544,50008168,21458:81653854;13023209:743559580;25935:21991;1628348:3229644;122218020:46055;33069:29447291;22121:31004;22066:29563;22009:29813;22061:30912;13510285:3450338;6863019:3269153;32047:93470;1628665:3233941;1628665:3233942;1628665:92012;1628665:29790;1628665:3233936;1628665:29784;1628665:29799;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375,1,20150123
728061976,43561475072,50010558,50008168,1628665:29790;122217801:125938;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924,1,20150123
240820880,15598426582,121450022,50008168,1628665:3233941;1628665:3233942;1628665:3233939;122217801:3261251;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;22009:106592;122217803:30916;21477:4195556;21477:30731631;21477:106779;21477:28695579;21477:4069612;25935:31381;13512069:7884489;21475:61944851;21475:20145005;21475:234713719;13023209:3232981;21458:142118611,2,20141011
637486027,1708311659,50012788,28,21458:6204865;2112993:32075;1628665:3233938;22757:28471;6864839:99060;6864839:99061;6864839:99201;21475:135183931,1,20141011
519507918,38399399701,50013636,50008168,21458:286863678;13023209:589293680;49541968:3773265;25935:21991;32047:93470;22135:31412;122217803:30915;22009:29800;122277569:31730;2049128:117906617;22066:29563;22022:102274034;122277668:119686;1628665:29790;1628665:29778;1628665:3233938;1628665:29782;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924,1,20140810
1955207107,21613635172,50006602,50008168,10984217:21986;21479:106713;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;21475:7202757;21475:3472605;21475:3473865;21475:38368874;122217803:30914;25935:21991,1,20140810
20063508,40190423254,50012359,122650008,21458:3434677;13023209:80749202;122217803:30914;124129949:6069822;122218021:3269476;21477:3917817;25935:21991;23654:22100;122277820:6069822;1628665:29787;1628665:29784;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396,1,20141111
61169035,41323460519,50007012,50008168,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;21475:3229494;21479:47728;122218005:12411449;122217803:30916;25935:31381;13023209:3421904,1,20141111
2111550196,42185653277,50013636,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:82340;1628665:29787;1628665:29784;1628665:131622;25935:21991;32047:93470;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;22135:31412;122217803:30916;22009:29800;122277569:21983;2049128:117906617;22066:31379;22022:102274034;122277668:119686;21458:3899749;42767752:3861734,1,20141111
1663146468,35507880764,50012363,122650008,21458:181881848;13023209:3229493;122217803:30916;2397831:16560944;21948:3269393;124129949:3229359;122218021:55366;35730:31415;22061:14033338;25935:21991;25935:21990;25935:31381;122217744:183656092;27759919:183659775;1628665:3233942;1628665:3233939;1628665:92012;1628665:3233938;1628665:29784;22007:30377,1,20141013
930758863,23623776754,50010566,50008168,25935:21990;1628665:92012;1628665:29778;22019:34731;22019:125938;22019:2026;22019:50793479;22019:3287412;32047:93470;1628348:11468;3988915:29447291;2904342:30905;8151548:106665;1628366:32799;13394971:30993;13395135:30912;1627349:3218241;21458:146484399,1,20130406
133699170,12358358668,50228021,50014815,21458:21906;3097674:3446341;33604:110561;33604:110562;33603:110558;33605:110565;33605:110566;33606:110568;2815901:3445349;5168900:8871776;33602:110556;21479:110556;33603:110559;31174030:201515649;2815901:3446341,1,20130406
377037289,13205515938,50003700,28,21458:44716347;13617135:8217947;24448:102526;1628665:3233941;6725953:48332;22044:50587;6796859:52368;8004773:15197746;12703156:3372959,1,20130406
806368175,15707146419,50011993,28,21458:172147461;1633959:99430;29261593:11332742;1628862:3251281;1628861:3251020;32959:104027;31367:82126;3989193:31542;3989126:3726638;21475:137325;1628665:3233941;1628665:3233942;1628665:3233939;32549:65569917;32549:75472461;32549:26762606;32549:99061;32549:99060;32549:99201;32549:75475273,1,20131023
441703816,19348897959,50016706,50022520,1628665:29784;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233937;1628665:82340;1628665:29787;1628665:108579;1628665:29799;31332:29775;31332:29776;5316791:10915994;5316896:3559330;5316831:7106884;5339670:31410;5339781:11580;33026:29800;1629342:30912;6632620:22516235;1629344:117230;21458:6480713;6058613:78704010,1,20131023
1864263370,15638682472,50016010,28,21458:35271039;29298179:3328184;1628665:3233941;1628665:3233942;3989588:31285;6796859:52368;3998392:40870415;3998417:11580;11684888:104528258;21475:38370940,1,20131023
274112107,37388859647,50006602,50008168,21458:108838;13023209:3234453;10984217:21671;21479:21671;122217803:30914;25935:31381;1628665:3233941;1628665:3233942;21475:3473865;21475:3229496;21475:38368874;21475:19811010,1,20140319
188799366,23990428301,50012451,50008168,21458:30992;1628665:3233941;1628665:29790;1628665:3233936;1628665:3233938;1628665:29793;122217801:3265977;122217801:34731;122217801:2026;122217801:50793479;22009:29800;122217803:3290137;21477:30731631;25935:21991;13512069:31494;21475:20145005;21475:234713719;21475:493281617;21475:493281618,1,20140319
910307776,12613452513,50011993,28,122218042:50276;21475:81122592;1628861:14019445;32959:104027;1628665:3233942;1628665:3233940;1628665:29778;1628665:3233938;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;122217889:82125;21479:31542;6863019:3726638;6864839:75475275;6864839:99063;6864839:5233065;6864839:4105896;6864839:119507;6864839:119508;6864839:14391487;6864839:99064,1,20140319
1841262445,38511232206,50012359,122650008,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;122217803:3230095;124129949:3704329;122218021:31619;23654:22100;21477:7202080;25935:21991;25935:21990;25935:31381;13023209:22036;21458:3277244,1,20140418
571554190,37448257733,50013636,50008168,21458:30992;1628665:3233941;1628665:3233942;1628665:29784;25935:31381;32047:93471;122217801:31001;122217801:3265977;122217801:3340598;122217801:34731;122217801:125938;22135:31412;122217803:30915;22009:29800;122277569:21982;2049128:3462933;22022:102274034;122277668:23751657;13658074:3379869,3,20140418
98553923,10644633462,50003700,28,24448:52201412;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:29782;1628665:29799;6725953:48332;22044:48644;6796859:52367;8004773:76775747;12703156:3232689;11684888:104528257;21458:148914366;19759399:68198340,1,20130624
1092690151,20017595885,50013636,50008168,21458:108838;1633959:222262261;14342368:243077486;25935:21991;32047:93470;22135:31412;1628366:32799;8151548:44428977;13529746:21983;13529646:117906617;13394971:31379;22022:102274034;13539026:117942783;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375,1,20130624
672430257,35041744418,50012366,122650008,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:61550;1628665:3233938;1628665:133527;1628665:29799;22007:30383;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;1628366:30916;8185015:18340619;8185016:21828;8185018:31686;8185014:3228727;8185021:125116;8185017:31692;25935:21991;25935:21990;25935:31381;39124336:31536;1633959:105221;2397831:16560972,1,20131103
354828427,19566799866,50010558,50008168,21458:48482797;13023209:233987634;25935:31381;1628348:11468;10144346:29641136;22009:27417714;122217965:3218241;122217803:30915;22066:30993;33069:104912;22061:14033338;33203:3502330;1628665:29790;1628665:29778;1628665:3233938;1628665:131622;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;32047:93471;1628306:3229402,1,20140708
765415119,18799155716,50012361,122650008,21458:112995246;1628665:82340;1628665:29787;1628665:29784;1628665:29793;13023209:216064090;22007:30376;22007:30377;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;122217803:30914;2397831:16561164;122217981:104867;21948:29560;35730:117233;122218021:31619;22061:30912;25935:21991;25935:21990;25935:31381,1,20141013
873333282,40978732173,50007011,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122217637:20953716;21475:7202757;123410248:133199;122218081:12439576;25935:21990;21967:29841;122217973:30993;22009:29800;21458:5865979,1,20141013
1838105750,40240357908,50010558,50008168,21458:151271979;13023209:749682407;25935:21991;1628348:3229644;10144346:29641138;22009:21671;122217965:114518;122217803:30916;22066:29563;33069:29447291;22061:30912;33203:4141292;1628665:3233938;1628665:29787;1628665:29784;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;32047:93471;122217973:117133457;1628306:3229402;22066:31379,1,20141212
52626176,42219450078,50013636,50008168,21458:3274668;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:29798;1628665:29778;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:29796;1628665:29785;1628665:29782;1628665:29799;25935:21991;32047:93471;122217801:3248884;122217801:3340598;122217801:3284610;122217801:34731;122217801:125938;122217801:3238422;22135:31412;122217803:30916;22009:21671;122277569:21983;2049128:117906617;22066:31377;22022:110150624;122277668:23751657,1,20141212
1905541091,42136767780,50010549,50008168,115931637:36783070;21458:4149664;13023209:23506;25935:21990;1628665:3233941;1628665:92012;1628665:3233940;1628665:29782;122217801:3284610;122217801:34731;122217801:2026;122217801:3238422;122217801:50793479;32047:93471;1628348:3229644;122217965:114518;33069:29447291;22121:21671;22066:30993;22009:27417714;22061:14033338;122218045:11337999;6863019:21671,1,20141212
2324191264,39032924121,50010558,50008168,21458:125233520;13023209:241421819;25935:21991;1628665:29784;122217801:3377924;122217801:2375;122217801:3263874;122217801:3226274;122217801:3385599;122217801:3287412;32047:93470;1628348:11468;10144346:29641137;22009:29800;122217965:3218241;122217803:30915;22066:30993;33069:104880;22061:114477;33203:3502330,1,20141211
2317663386,40935102688,50012431,50014815,21458:108838;13023209:672814368;22009:106713;122217803:30916;122277773:37463482;122277773:37472463;122277773:3269160;21967:29775;21967:29774;21967:29773;1628665:3233942;1628665:31614;1628665:61550;1628665:3233938;1628665:29793;1628665:29796;1628665:108579;1628665:29782;122218005:3365477;122218005:8800111;122218005:8068554,1,20141211
173079713,40051341264,50018831,50014815,21458:4348502;1629846:4339941;37585763:71038201;123923464:29774;25935:51746;7250727:21892;33337:46475170;122217774:3340011;22757:28481,1,20141121
74338218,15832860034,50012451,50008168,21458:6441039;25935:31381;33162:30915;1628665:29778;22019:2026;22019:34731;22019:3228688;22019:3340598;1633959:131769000,1,20130524
411732169,19229103624,50012451,50008168,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:3233938;1628665:82340;1628665:29787;1628665:29793;1628665:131622;1628665:29796;1628665:133527;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:3226274;22019:28232;22019:138748;33030:29800;33162:30914;3156768:4195556;3156768:106779;3156768:4069612;25935:31381;13512069:8087049;1628324:3229558;1628324:3229505;1628324:3473865;1628324:3229496;1628324:38368874;1628324:19811010;1628324:104936;1633959:182061812,1,20130524
731309262,18249962459,50009542,50014815,21458:32270;5325100:3840417;21489:82362;1633959:3840417;2191842:13613107;21475:114225;5229140:11580;1628665:3233941;1628665:3233939;1628665:92012;1628665:3233936;1628665:29798;1628665:3233938;21479:104453110,1,20130524
1028874349,4962176341,50011993,28,21458:82901;1628862:33259;1628861:3469112;32959:104027;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;3989193:31542;3989126:3726638;32549:5233065,1,20120825
650772983,12609437057,50008707,28,21475:114224;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1627584:28619;11684888:104528258;2397831:16561343,1,20120825
299841847,19176568462,50010558,50008168,21458:21599;25935:21991;1628665:3233941;1628665:3233942;1628665:29778;1628665:3233938;1628665:29784;1628665:29782;22019:3228688;22019:3265977;22019:3340598;22019:34731;32047:93471;1628305:3229394;1628306:3229398;1628348:3229644;3079382:29641138;8151548:29800;1627349:11462;1628366:32799;13394971:30993;3988915:7197959;13395135:33213;13399649:3315982,1,20120825
51587524,22752544214,50010558,50008168,25935:31381;1628665:3233941;1628665:3233942;1628665:29793;22019:3251926;22019:3263874;22019:3385599;22019:3226274;32047:93470;1628305:117133366;1628306:3229402;1628348:3229644;3079382:29641138;8151548:44428977;1627349:11462;1628366:32799;13394971:30993;3988915:7197959;13395135:30910;13399649:3306112,1,20130413
143711765,16535793881,50023663,28,11760865:27849256;11760785:44149;11684888:104528257;21475:11488282,1,20130413
672147320,19524259431,50026457,50022520,32422:97699;21458:158429973,1,20130601
898132222,23731276424,50013207,50008168,21458:21599;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:3233938;1628665:82340;1628665:29787;1628665:131622;2904342:30905;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:31381;32047:93472;13394971:30993;13395135:33213;13512632:44718;1628348:11468;1633959:3375924,1,20130601
370801895,21356552839,50012476,28,1628665:3233941;1628665:3233942;11981285:16218500;11684888:104528257;21475:11488282;21458:182564287;27628306:159198131,1,20130601
1920549382,14385449187,50012431,50014815,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:3233940;1628665:29798;1628665:29778;1628665:82340;1628665:29784;1628665:29796;1628665:29785;1628665:29782;1628665:29799;3731429:37463482;3731429:7172482;3731429:37472463;3731429:37472580;3731429:37472599;3731429:3271299;6851446:46160;6851445:33553046;23349:8068554;23349:4312026;23349:8669077;23349:7816179;21458:21599;2397831:16560881,1,20140119
658615963,35744507585,50012359,122650008,21458:22036;1628665:3233941;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:82340;22007:30377;22007:30378;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;1628366:3230095;8185022:20429999;8185016:31619;23654:46082;7222700:7202080;25935:21991;25935:21990;25935:31381;1633959:273767606,1,20140119
43142790,7499971125,50007011,50008168,1628665:92012;1628665:29784;1628665:29782;3130834:4218047;1628324:7202757;25935:31381;5426651:29773;5426651:29774;5426651:29841;1628165:30993;21458:3259265,1,20130412
98717083,16561801018,211122,38,21458:21782;36786:42781029;6933553:3313169;13023102:3329357;5393572:75369289;33595:40732;21475:120330885;6933666:68145978;14814533:40732,2,20130412
660537093,17004072939,50016704,50022520,21458:122584927;14376961:6509094;13023209:109246479;21948:52657772;5261480:114541;21479:104582;122277773:114414;122217941:10911715;1629333:3271268;122218045:106713;1629341:3272630;122218049:3271277;22061:30912;122218046:3271316;21477:114412;122217803:3230095;22066:65007541;122509742:17632913;1628665:3233942;1628665:61550;1628665:3233938;1628665:29782;21967:31457;21967:31458;21967:31461;21967:31462;21967:31465;21967:31466;21967:31469;21967:31470;21967:82020;21967:82023;21967:82024;21967:82026;21967:82027,1,20140410
430217357,16583144620,50012475,28,21458:16495167;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:133527;1628665:108579;1628665:29782;1628665:29799;22277:11183711;11684888:22986;21475:275708185;13023209:64438671;6405076:64438671,1,20140809
274099870,36271556114,50012564,50014815,21458:41269706;1628149:137593;8456532:4244397;15054114:74941652;122217774:2199;18050421:5521079;50613519:31966505,1,20140809
144215675,27569712089,50012451,50008168,21458:91586564;1628665:29790;1628665:29785;22019:3238327;22019:3228688;22019:3265977;22019:3340598;22019:34731;22019:2026;33030:44428977;33162:30916;3156768:4195556;3156768:30731631;3156768:4069612;25935:31381;13512069:7884489;1628324:3229493;1628324:3473865;1628324:3229496;1633959:3487571,1,20131001
678322066,20555424178,50006028,50022520,21458:94361917;28825738:23506;2815901:3254576;11761801:119493;11761534:106665;35646:21671;2049586:3218241;22334:33553046;1628665:3233941;1628665:29790;5426651:29773;5426651:29774;5426651:29775;5426651:29776,1,20131001
77933471,40572727448,121478030,50014815,21458:48871;5544692:674792021;139981624:203235784;35451:493282114;22757:28871;2815901:4313959,1,20150128
656112448,43445998744,50013636,50008168,21458:155288313;13023209:784407746;19957637:3573412;25935:21990;32047:93470;22135:31412;122217803:30914;22009:29800;122277569:21983;2049128:117906617;22022:102274034;122277668:23751657;1628665:29798;122217801:125938;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924,1,20150128
72873330,38155526094,50013207,50008168,21458:67755984;13023209:4381967;22121:117128850;25935:21990;22009:29800;22066:29563;22061:21671;122217806:30903;1628665:29782;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;32047:93470;1628348:11468,1,20140609
527376967,36453978514,50016241,50014815,21458:6496538;13023209:196084236,2,20140609
895104047,18223014135,50014865,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29778;13023209:3467441;21475:9319927;21475:7202757;21475:3472605,1,20141114
559252749,41124417496,121394024,50008168,21458:41144668;1628665:3233941;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;22009:39681025;122217803:30916;21477:4195556;21477:4069612;25935:31381;13512069:48867;21475:20145005;21475:234713719;13023209:99476395,1,20141114
2189918570,38503745474,50006094,28,22891:22829;22891:22831;22891:34108;22891:34109;22891:34110;1628665:3233941;1628665:3233942;1628665:3233939;1628665:31614;1628665:3233937;1628665:3233938;1628665:29793;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21475:135183931,1,20141211
861211528,42257377613,50016006,28,122218036:21671;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;3139975:3245332,1,20141127
1130926635,40153796953,50023722,28,21458:92955;29098060:47822954;11666049:92233;11684888:11468;33969:26726008;21475:275708185;1628665:3233941,1,20141127
691656750,36653269521,50013636,50008168,21458:81600494;13023209:525172107;16601729:525172107;25935:21990;32047:93470;22135:31412;122217803:30914;22009:29801;122277569:21983;2049128:117906617;22066:29563;22022:102274034;122277668:21984;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232,1,20140518
198813819,19352377076,50012359,122650008,21458:22037;1628665:3233936;1628665:3233938;1628665:29784;1628665:29782;1628665:29799;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;1628366:3230095;8185022:16672379;8185016:31619;23654:22101;7222700:3917817;25935:21991;25935:21990;25935:31381,1,20130830
552366118,18529354493,50006843,38,6933666:96059;33595:29230;21458:151483237;19074052:266749850;44156442:7043525,1,20130830
113454090,4871241376,50012456,50014815,21458:30992;1628665:3233941;1628665:29790;1628665:3233936;1628665:3233938,1,20130830
738089475,19614310607,50010558,50008168,25935:21991;1628665:29784;22019:3265977;22019:3340598;22019:34731;22019:2026;1628348:3229644;3079382:29641138;8151548:3297582;1627349:11462;1628366:32799;13394971:3086;3988915:7197959;13395135:33213;13399649:3315982;21458:3258864;1633959:73995886,1,20130927
1809537654,19715137934,50010558,50008168,25935:21991;1628665:92012;1628665:29790;1628665:29782;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;32047:93470;1628305:3229391;1628306:3229402;1628348:3229644;3079382:29641138;8151548:29800;1627349:11462;1628366:30916;13394971:29563;3988915:7197959;13395135:33213;13399649:3315982;21458:262847824;1633959:19019906,2,20130927
544144160,19135977089,50012378,50022520,21458:272517721;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;1633959:10137561;21967:29841;2397831:16560972;22122:29563;22121:30905;22119:30902;22334:30914;22123:33213;21969:29800;2918838:3227750;33068:3218231,1,20130927
1678403837,40524964211,50012359,122650008,21458:298536367;1628665:3233942;1628665:31614;1628665:29784;13023209:3296605;22007:30389;22007:30390;22007:30388;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;122217803:3230095;124129949:3704329;122218021:3269476;23654:22101;21477:139386;25935:21991;25935:21990;25935:31381;122277820:3704329,1,20140912
51150884,41074778874,50007011,50008168,1628665:29793;1628665:29782;21475:38370767;21475:7662460;21475:38370940;21967:29772;21967:29773;21967:29774,1,20140912
1678981848,15953670313,50012451,50008168,21458:51230256;13023209:181361724;22009:29800;122217803:30914;21477:4195556;21477:30731631;21477:106779;21477:3979320;21477:28695579;21477:4069612;25935:31381;13512069:8087049;21475:493281615;21475:493281616;21475:20145005;21475:234713719;21475:493281617;21475:493281618;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:3226274;122217801:28232;122217801:138748;122217801:138749;122217801:138750;122217801:46180,1,20140402
2047037292,38154752425,50005953,28,124642090:21978;21458:30992;29609:49092;21475:135183931;38228190:49092,1,20140402
1670357652,20592907442,50010555,50008168,21458:7792162;12144770:264127668;13023209:140543623;25935:31381;122277773:38363839;22066:3225204;122217803:30915;22009:29800;33069:104912;1628348:11468;122217806:30903;1628665:29784;1628665:29796;1628665:29782;122217801:3261251;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3248884;32047:93470,1,20140402
2102474693,39870468344,50008177,28,21458:2844;21475:385579823,1,20140630
65433677,20271161496,50012359,122650008,21458:22042;1628665:3233942;22007:30388;22007:30389;22007:30390;22007:30391;22007:30393;22007:30395;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;22007:78118851;22007:78118763;22007:186457463;122217803:30914;124129949:21671;122218021:31619;23654:22100;21477:3286751;25935:21991;25935:21990;25935:31381;13023209:279500177,1,20140630
2024888233,41587805408,50012365,122650008,21458:9470556;1628665:29784;1628665:29796;13023209:3239469;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;122217803:30916;2397831:16561212;23346:46086;124129949:3229359;122218021:31619;122218019:31686;21948:14543980;3034215:21943897;35730:31417;122217809:31691;122218045:106713;25935:21991,1,20150112
1945590674,3920805463,50011993,28,122218042:50276;21475:135183931;1628861:21671;32959:105117;1628665:3233939;1628665:92012;1628665:29790;6864839:99060;13023209:43108692;21458:21599,1500,20150112
194342117,40683354857,50010566,50008168,25935:21991;1628665:3233941;1628665:61550;1628665:3233938;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;32047:93470;1628348:11468;33069:104912;22121:30905;22009:29800;122217803:30916;22066:30993;22061:30912;122217965:114518;13023209:3369027;21458:384725644,1,20141224
295880449,41769283870,50023638,28,1628665:29790;5920521:6537483;21475:135183931;21458:178927486,1,20141224
1069588336,37908760453,50012424,28,21458:4535332;29164320:3278546;1628665:3233942;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:29793;1628665:131622;1628665:133527;1628665:108579;1628665:29785;1628665:29799;13023209:3278546;22061:21671,1,20140806
786959526,40509307693,50005979,50022520,1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:61550;1628665:3233936;1628665:3233937;1628665:3233938;1628665:29787;1628665:29793;1628665:108579;122277773:3272704;122277593:50463583;11644932:3227806;13023209:3254577;21458:3303781,1,20141107
2037124545,40659912779,50010555,50008168,21458:32452777;13023209:3605227;137555538:8813190;25935:31381;122277773:38363840;22066:125202070;122217803:3230095;22009:29800;33069:117123935;1628348:11468;122217806:30902;32047:93470;1628665:3233942;1628665:29790;1628665:61550;1628665:3233936;1628665:29778;1628665:3233938;1628665:29784;1628665:29796;1628665:29785;1628665:29782;122217801:3275004;122217801:3261251;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3248884;122217801:3340598,1,20141107
1815064900,41672273957,50010549,50008168,115931637:36783665;25935:21991;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;32047:93471;1628348:3229644;122217965:114518;22121:30905;22066:29563;22009:29800;22061:14033338;6863019:21671,1,20141116
78170324,16196751966,50014271,50014815,21458:21906;13227277:22086772;19217730:47140;3748803:51633;3730821:93659;5260764:28471;2815901:152249208,1,20121015
